Registro|Orden_Servicio|Cliente|Identificador_Metro|Tipo Servicio Metro|Tipo Plan Metro|Velocidad Metro|Central+Circuito|Central|Nombre_Central|Tipo_Componente|Status_Instalacion|Nombre_Nodo|Tipo_Nodo|Tipo_Tarjeta|Nombre_Tarjeta|Slot|Puerto
201319478|U13IME19478|GOBERNACION DEL EDO.MERID|1000013162.0|Metro LAN (VPLS)|Carrier|4Mb|7476-0003893|7476|MERIDA-CENTRO        ( 7476 )|PTO_MULSER|ACTIVO|MERIDA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|1 Y 2|
201319479|U13ICP19479|CORP VZLANA D NAVEGACION SA|1000013192.0|Internet LAN|Básico|6Mb|2319-0165318|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-11|15-16|
201319496|U13ICP19496|DAIICHI SANKYO VENEZUELA, C.|1000013196.0|Metro LAN (VPLS)|Oro|8Mb|2220-0165315|2220|MACARACUAY           ( 2220 )|PTO_MULSER|ACTIVO|MACARACUAY-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21 Y 22|
201319509|U13ICP19509|MERCADO D ALMENTOS CA MERCAL|1000012670.0|Metro LAN (VPLS)|Oro|2Mb|7341-0001816|7341|BARINAS CENTRO II    ( 7341 )|PTO_MULSER|ACTIVO|BARINAS-II-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|9 Y 10|
201319513|U13ICP19513|MERCADO D ALMENTOS CA MERCAL|1000012670.0|Metro LAN (VPLS)|Oro|1Mb|5141-0010319|5141|CABUDARE I/LA MORA URL(5141 )|PTO_MULSER|ACTIVO|CABUDARE-DATOS-II|MUX_N.IVSU_7350|TARJETA CHANNEL|G.SHDSL|1-1-2|15|
201319520|U13ICP19520|MERCADO D ALMENTOS CA MERCAL|1000012670.0|Metro LAN (VPLS)|Oro|1Mb|5182-0010320|5182|MORAN                ( 5182 )|PTO_MULSER|ACTIVO|MORAN-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-1|12 Y 13|
201319523|U13ICP19523|MERCADO D ALMENTOS CA MERCAL|1000012670.0|Metro LAN (VPLS)|Oro|2Mb|8682-0003259|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|ACTIVO|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|3 Y 4|
201319524|U13ICP19524|MERCADO D ALMENTOS CA MERCAL|1000012670.0|Metro LAN (VPLS)|Oro|2Mb|7182-0001662|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|5 Y 6|
201319528|U13ICP19528|MERCADO D ALMENTOS CA MERCAL|1000012670.0|Metro LAN (VPLS)|Oro|2Mb|7245-0001102|7245|TRUJILLO             ( 7245 )|PTO_MULSER|ACTIVO|TRUJILLO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|21|
201319533|U13CVM19533|EDITORIAL DE PRIMICIAS C.A.|1000005169.0|Internet LAN|Básico|6Mb|9216-0006350|9216|UNARE-DIGITAL        ( 9216 )|PTO_MULSER|CORTADO|UNARE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|9 Y 10|
201319550|U13ICP19550|BANCO DE VENEZUELA S.A. BU|||||2304-0165087|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|CARACAS-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|8|
201319552|U13CVM19552|PROSEGUROS S A|1000006377.0|Metro LAN (VPLS)|Oro|2Mb|2221-0163743|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-2|26|
201319600|U13CAT19600|BANCO PROVINCIAL S.A. BU|||||2322-0130259|2322|LOS CAOBOS           ( 2322 )|PTO_RDCDE|ACTIVO|CAOBOS-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|12|
201319611|U13ICP19611|CVA AZUCAR, S.A.|1000013205.0|Internet LAN|Básico|4Mb|2223-0165386|2223|LOS PALOS GRANDES    ( 2223 )|PTO_MULSER|ACTIVO|PALOS-GRANDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-11|7 Y 8|
201319656|U13ICP19656|CLINICAS SANITAS SA|1000013209.0|Internet LAN|Básico|4Mb|2224-0165276|2224|EL CAFETAL           ( 2224 )|PTO_MULSER|ACTIVO|CAFETAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|21 Y 22|
201319688|I13CAT19688|BANCO PROVINCIAL S.A. BU|||||4161-0001322|4161|GUACARA              ( 4161 )|PTO_RDCDE|ACTIVO|GUACARA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|11|
201319696|U13ICP19696|CERVECERIA POLAR C. A.|1000006703.0|Metro LAN (VPLS)|Plata|1Mb|2221-0165095|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|20 Y 21|
201319707|U13ICP19707|SUVALCAR CA|1000013217.0|Internet LAN|Básico|1Mb|6218-0018529|6218|LAS INDUSTRIAS       ( 6218 )|PTO_MULSER|ACTIVO|INDUSTRIAS-ZULIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|23 Y 24|
201319726|U13CVM19726|SERVICIO TECNICO ADMINISTRIV|1000009297.0|Internet LAN|Básico|6Mb|4161-0001868|4161|GUACARA              ( 4161 )|PTO_MULSER|ACTIVO|GUACARA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|23 Y 24|
201319757|U13ICP19757|CONSORCIO CREDICARD.C.A.|||||2224-0165133|2224|EL CAFETAL           ( 2224 )|PTO_RDCDE|ACTIVO|CAFETAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|5|
201319819|U13RME19819|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|2Mb|4354-0012635|4354|LAS DELICIAS MAY.    ( 4354 )|PTO_MULSER|ACTIVO|DELICIAS-MCY-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-1|4 Y 5|
201319822|U13ICP19822|PLASTICOS 4 TREBOL C.A|1000013227.0|Internet LAN|Básico|1Mb|4144-0020551|4144|FLOR AMARILLO        ( 4144 )|PTO_MULSER|CORTADO|FLOR-AMARILLO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|5 Y 6|
201319851|U13ICP19851|BANESCO BANCO UNIVERSAL,C.A.|||||6124-0018513|6124|BELLA VISTA III      ( 6124 )|PTO_RDCDE|ACTIVO|BELLA-VISTA-III-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|22|
201319865|U13ICP19865|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|1Mb|4189-0020524|4189|VALENCIA-SUR/TUCUYITO( 4189 )|PTO_MULSER|ACTIVO|VALENCIA-SUR-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|7|
201319866|U13CPM19866|AUTO PARTES EL VENEZOLANO|1000009569.0|Metro LAN (VPLS)|Carrier|6Mb|8471-0002160|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_MULSER|ACTIVO|CUMANA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|23 Y 24|
201319866|U13CPM19866|AUTO PARTES EL VENEZOLANO|1000012127.0|Internet LAN|Básico|1Mb|8471-0002160|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_MULSER|ACTIVO|CUMANA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|23 Y 24|
201319868|U13CPM19868|AUTO PARTES EL VENEZOLANO|1000009569.0|Metro LAN (VPLS)|Carrier|2Mb|8471-0002168|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_MULSER|ACTIVO|CUMANA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|7|
201319870|U13CPM19870|AUTO PARTES EL VENEZOLANO|1000009569.0|Metro LAN (VPLS)|Carrier|2Mb|8471-0002122|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_MULSER|ACTIVO|CUMANA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|1|
201319874|U13CPM19874|AUTO PARTES EL VENEZOLANO|1000009569.0|Metro LAN (VPLS)|Carrier|2Mb|8556-0000636|8556|CARUPANO FIJA        ( 8556 )|PTO_MULSER|ACTIVO|CARUPANO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|11|
201319908|U13IME19908|INAPYMI|1000013235.0|Internet LAN|Básico|1Mb|7182-0001638|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|10|
201319908|U13IME19908|INAPYMI|1000010621.0|Metro LAN (VPLS)|Oro|1Mb|7182-0001638|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|10|
201319914|U13ICP19914|BANESCO BANCO UNIVERSAL,C.A.|||||2312-0165159|2312|CHUAO                ( 2312 )|PTO_RDCDE|ACTIVO|CHUAO-DATOS-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|10|
201319915|U13ICP19915|BANESCO BANCO UNIVERSAL,C.A.|||||3220-0165160|3220|CARRIZALES           ( 3220 )|PTO_RDCDE|ACTIVO|CARRIZALES|MUX_N.B_3600|TARJETA DE DATOS|G.SHDSL|2-1-16|13|
201319916|U13ICP19916|BANESCO BANCO UNIVERSAL,C.A.|||||2302-0165161|2302|LA FLORIDA           ( 2302 )|PTO_RDCDE|ACTIVO|FLORIDA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|19|
201319917|U13ICP19917|BANESCO BANCO UNIVERSAL,C.A.|||||2302-0165162|2302|LA FLORIDA           ( 2302 )|PTO_RDCDE|ACTIVO|FLORIDA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|8|
201319924|U13ICP19924|GOBERNACION DEL EDO COJEDES|1000013238.0|Internet LAN|Básico|6Mb|4813-0000671|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_MULSER|ACTIVO|SAN-CARLOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|11 Y 12|
201319937|U13ICP19937|GOBERNACION DEL EDO COJEDES|1000013240.0|Internet LAN|Básico|2Mb|4813-0000677|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_MULSER|ACTIVO|SAN-CARLOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|9 Y 10|
201319960|U13ICP19960|MIN SALUD Y DESARROLLO SOCIA|1000013248.0|Internet LAN|Básico|2Mb|7341-0001827|7341|BARINAS CENTRO II    ( 7341 )|PTO_MULSER|ACTIVO|BARINAS-II-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|17 Y 18|
201319969|U13ICP19969|MIN SALUD Y DESARROLLO SOCIA|1000013253.0|Internet LAN|Básico|2Mb|2322-0165235|2322|LOS CAOBOS           ( 2322 )|PTO_MULSER|ACTIVO|CAOBOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-14|9|
201319971|U13ICP19971|MIN SALUD Y DESARROLLO SOCIA|1000013255.0|Internet LAN|Básico|2Mb|2305-0165233|2305|LA PASTORA           ( 2305 )|PTO_MULSER|ACTIVO|PASTORA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|11|
201319972|U13ICP19972|MIN SALUD Y DESARROLLO SOCIA|1000013256.0|Internet LAN|Básico|2Mb|2241-0165232|2241|ROMULO GALLEGOS      ( 2241 )|PTO_MULSER|ACTIVO|ROMULO-GALLEGOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21-22|
201319980|U13RME19980|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|2Mb|5571-0001986|5571|ACARIGUA II          ( 5571 )|PTO_MULSER|ACTIVO|ACARIGUA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|13-14|
201319982|U13CVM19982|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|2Mb|9228-0006658|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|1|
201319986|U13CVM19986|BANESCO BANCO UNIVERSAL,C.A.|1000010227.0|Metro LAN (VPLS)|Oro|2Mb|8166-0014390|8166|LECHERIAS(8166)/PUEBLO DE MESONES(8166M)|PTO_MULSER|ACTIVO|LECHERIAS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|11|
201319987|U13CVM19987|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|2Mb|6181-0017901|6181|BELLA VISTA          ( 6181 )|PTO_MULSER|ACTIVO|BELLA-VISTA-I-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|5|
201319989|U13CVM19989|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|2Mb|7681-0008425|7681|SAN CRISTOBAL CENTRO ( 7681 )|PTO_MULSER|ACTIVO|SAN-CRISTOBAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|16|
201320002|U13ICP20002|OPERADORA HOTELERA BARINA CA|1000013263.0|Internet LAN|Básico|8Mb|7342-0001828|7342|ALTO BARINAS II      ( 7342 )|PTO_MULSER|ACTIVO|ALTO-BARINAS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|5 Y 6|
201320009|U13CVM20009|FUNDAFARMACIA|1000002584.0|Metro LAN (VPLS)|Oro|8Mb|2311-0152250|2311|BELLO MONTE          ( 2311 )|PTO_MULSER|ACTIVO|BELLO-MONTE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|3 Y 4|
201320010|U13CVM20010|FUNDAFARMACIA|1000002584.0|Metro LAN (VPLS)|Oro|8Mb|2215-0154371|2215|PETARE               ( 2215 )|PTO_MULSER|ACTIVO|PETARE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|19 Y 20|
201320035|U13ICP20035|SERVINAVE C A|1000013268.0|Metro LAN (VPLS)|Platino|2Mb|4231-0004856|4231|RAFAEL URDANETA-PTC(4231)/PATANEMO 4231Z|PTO_MULSER|ACTIVO|PUERTO-CABELLO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|9 Y 10|
201320037|U13ICP20037|SERVINAVE C A|1000013268.0|Metro LAN (VPLS)|Platino|2Mb|2322-0165349|2322|LOS CAOBOS           ( 2322 )|PTO_MULSER|ACTIVO|CAOBOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-14|11 Y 12|
201320146|U13ICP20146|MIN SALUD Y DESARROLLO SOCIA|1000013278.0|Internet LAN|Básico|2Mb|5571-0002073|5571|ACARIGUA II          ( 5571 )|PTO_MULSER|ACTIVO|ACARIGUA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|9 Y 10|
201320147|U13ICP20147|SUVALCAR CA|1000013279.0|Internet LAN|Básico|1Mb|4180-0020530|4180|EL CASTILLITO        ( 4180 )|PTO_MULSER|ACTIVO|CASTILLITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|3-4|
201320150|U13ICP20150|MIN SALUD Y DESARROLLO SOCIA|1000013280.0|Internet LAN|Básico|2Mb|5736-0000672|5736|SN.FRANCISCO-GUANARE ( 5736 )|PTO_MULSER|ACTIVO|GUANARE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|21|
201320155|U13ICP20155|MIN SALUD Y DESARROLLO SOCIA|1000013282.0|Internet LAN|Básico|2Mb|8557-0000645|8557|CARUPANO-GUAYACAN    ( 8557 )|PTO_MULSER|ACTIVO|GUAYACAN-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-0|6 Y 7|
201320157|U13ICP20157|MIN SALUD Y DESARROLLO SOCIA|1000013283.0|Internet LAN|Básico|2Mb|7181-0001665|7181|VALERA               ( 7181 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|5|
201320158|U13ICP20158|MIN SALUD Y DESARROLLO SOCIA|1000013284.0|Internet LAN|Básico|2Mb|7245-0001104|7245|TRUJILLO             ( 7245 )|PTO_MULSER|ACTIVO|TRUJILLO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|23 Y 24|
201320168|U13ICT20168|CONSEJO NAC. ELECTORAL|1000013289.0|Internet LAN|Básico|6Mb|2230-0165129|2230|SAN MARTIN           ( 2230 )|PTO_MULSER|ACTIVO|SAN-MARTIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|5 Y 6|
201320172|U13ICP20172|EJECUTIVO DEL ESTADO BOLIVAR|1000013290.0|Internet LAN|Básico|6Mb|9161-0002183|9161|CIUDAD BOLIVAR       ( 9161 )|PTO_MULSER|ACTIVO|CIUDAD-BOLIVAR-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|19 Y 20|
201320192|U13ICP20192|INVERSIONES PLATCO, C.A.|||||7541-0000938|7541|EL VIGIA             ( 7541 )|PTO_RDCDE|ACTIVO|EL-VIGIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-3-2|4|
201320223|U13ICP20223|LA TIENDA EL CARPINTERO C.A.|1000013299.0|Internet LAN|Básico|4Mb|4358-0013007|4358|SAMAN DE GUERE       ( 4358 )|PTO_MULSER|ACTIVO|SAMAN-DE-GUERE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|7 Y 8|
201320235|U13IME20235|BCO OCCID DESC BCO UNIVERSAL|1000012852.0|Metro LAN (VPLS)|Oro|1Mb|4353-0012756|4353|LA BARRACA MARACAY   ( 4353 )|PTO_MULSER|ACTIVO|LA-BARRACA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|16|
201320235|U13IME20235|BCO OCCID DESC BCO UNIVERSAL|1000010473.0|Metro LAN (VPLS)|Oro|1Mb|4353-0012756|4353|LA BARRACA MARACAY   ( 4353 )|PTO_MULSER|ACTIVO|LA-BARRACA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|16|
201320238|U13ICP20238|FUNDACREDESA SOCEDAD CIVIL|1000013302.0|Internet LAN|Básico|4Mb|2221-0165185|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-12|26 Y 27|
201320256|U13ICP20256|SENIAT|1000005682.0|Metro LAN (VPLS)|Carrier|1Mb|9247-0000313|9247|UPATA(9247)/EL CALLAO URL(9247C)|PTO_MULSER|ACTIVO|EL-CALLAO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1 Y 2|
201320260|U13IME20260|INAPYMI|1000013308.0|Internet LAN|Básico|1Mb|9228-0006840|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17|
201320260|U13IME20260|INAPYMI|1000010621.0|Metro LAN (VPLS)|Oro|1Mb|9228-0006840|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17|
201320276|U13ICP20276|TURBOCARE CA|1000013314.0|Internet LAN|Básico|2Mb|6187-0018536|6187|EL TREBOL U.R.L      ( 6187 )|PTO_MULSER|ACTIVO|EL-TREBOL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|7-8|
201320292|I13ICT20292|CONSEJO NAC. ELECTORAL|||||9313-0000223|9313|PUERTO AYACUCHO (9313)/SAMARIPO(9313Z)|PTO_RDCDE|ACTIVO|PUERTO-AYACUCHO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|1|
201320297|U13ICT20297|CONSEJO NAC. ELECTORAL|||||4941-0001298|4941|SN FERNANDO DE APURE ( 4941 )|PTO_RDCDE|ACTIVO|SAN-FDO-APURE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|9|
201320298|U13ICT20298|CONSEJO NAC. ELECTORAL|||||4355-0012975|4355|LA ROMANA            ( 4355 )|PTO_RDCDE|ACTIVO|LA-ROMANA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|3|
201320300|U13ICT20300|CONSEJO NAC. ELECTORAL|||||9161-0002173|9161|CIUDAD BOLIVAR       ( 9161 )|PTO_RDCDE|ACTIVO|CIUDAD-BOLIVAR-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|14|
201320301|U13ICT20301|CONSEJO NAC. ELECTORAL|||||2230-0165153|2230|SAN MARTIN           ( 2230 )|PTO_RDCDE|ACTIVO|SAN-MARTIN-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|23|
201320313|U13ICT20313|CONSEJO NAC. ELECTORAL|||||9411-0000350|9411|TUCUPITA             ( 9411 )|PTO_RDCDE|ACTIVO|TUCUPITA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|3|
201320318|U13ICT20318|CONSEJO NAC. ELECTORAL|||||5185-0010369|5185|SANTA ELENA          ( 5185 )|PTO_RDCDE|ACTIVO|SANTA-ELENA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|7|
201320321|U13ICT20321|CONSEJO NAC. ELECTORAL|||||2303-0165154|2303|LA SALLE             ( 2303 )|PTO_RDCDE|ACTIVO|LA-SALLE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|4|
201320323|U13ICT20323|CONSEJO NAC. ELECTORAL|||||8682-0003261|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_RDCDE|ACTIVO|MATURIN-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|2|
201320327|U13ICT20327|CONSEJO NAC. ELECTORAL|||||8831-0011886|8831|LA ASUNCION URL      ( 8831 )|PTO_RDCDE|ACTIVO|LA-ASUNCION-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|13|
201320328|U13ICT20328|CONSEJO NAC. ELECTORAL|||||5736-0000670|5736|SN.FRANCISCO-GUANARE ( 5736 )|PTO_RDCDE|ACTIVO|GUANARE-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|17|
201320329|U13ICT20329|CONSEJO NAC. ELECTORAL|||||8471-0002194|8471|CUMANA CENTRO FIJA   ( 8471 )|PTO_RDCDE|ACTIVO|CUMANA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|4|
201320330|U13ICT20330|CONSEJO NAC. ELECTORAL|||||7683-0008733|7683|PIRINEOS             ( 7683 )|PTO_RDCDE|ACTIVO|PIRINEOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|7|
201320331|U13ICT20331|CONSEJO NAC. ELECTORAL|||||3103-0165155|3103|MAIQUETIA            ( 3103 )|PTO_RDCDE|ACTIVO|MAIQUETIA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21|
201320332|U13ICT20332|CONSEJO NAC. ELECTORAL|||||5446-0001537|5446|SAN FELIPE II        ( 5446 )|PTO_RDCDE|ACTIVO|SAN-FELIPE-YRCY-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17|
201320333|U13ICT20333|CONSEJO NAC. ELECTORAL|||||6124-0018520|6124|BELLA VISTA III      ( 6124 )|PTO_RDCDE|ACTIVO|BELLA-VISTA-III-DATO|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21|
201320341|U13ICT20341|CONSEJO NAC. ELECTORAL|1000009819.0|Metro LAN (VPLS)|Platino|2Mb|4941-0001299|4941|SN FERNANDO DE APURE ( 4941 )|PTO_MULSER|ACTIVO|SAN-FDO-DE-APURE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|18|
201320344|U13ICT20344|CONSEJO NAC. ELECTORAL|1000009819.0|Metro LAN (VPLS)|Platino|2Mb|4355-0012976|4355|LA ROMANA            ( 4355 )|PTO_MULSER|ACTIVO|LA-ROMANA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|22|
201320352|U13ICT20352|CONSEJO NAC. ELECTORAL|1000009819.0|Metro LAN (VPLS)|Platino|2Mb|4813-0000672|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_MULSER|ACTIVO|SAN-CARLOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|1|
201320356|U13ICT20356|CONSEJO NAC. ELECTORAL|1000009819.0|Metro LAN (VPLS)|Platino|2Mb|2230-0165164|2230|SAN MARTIN           ( 2230 )|PTO_MULSER|ACTIVO|SAN-MARTIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|3|
201320358|U13ICT20358|CONSEJO NAC. ELECTORAL|||||5887-0001941|5887|CORO CENTRO          ( 5887 )|PTO_MULSER|ACTIVO|CORO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|9|
201320362|U13ICT20362|CONSEJO NAC. ELECTORAL|1000009819.0|Metro LAN (VPLS)|Platino|2Mb|4681-0001143|4681|PUEBLO NUEVO-S.J.M   ( 4681 )|PTO_MULSER|ACTIVO|SAN-JUAN-DE-LOS-MORROS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|23|
