Registro|Orden_Servicio|Cliente|Identificador_Metro|Tipo Servicio Metro|Tipo Plan Metro|Velocidad Metro|Central+Circuito|Central|Nombre_Central|Tipo_Componente|Status_Instalacion|Nombre_Nodo|Tipo_Nodo|Tipo_Tarjeta|Nombre_Tarjeta|Slot|Puerto
201317669|U13ICP17669|PROSEGUROS S A|1000006377.0|Metro LAN (VPLS)|Oro|1Mb|5736-0000664|5736|SN.FRANCISCO-GUANARE ( 5736 )|PTO_MULSER|ACTIVO|GUANARE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|17-18|
201317696|U13ICP17696|CUERPO POL NAC BOLIVARIANA|1000013010.0|Metro LAN (VPLS)|Carrier|2Mb|2302-0164938|2302|LA FLORIDA           ( 2302 )|PTO_MULSER|ACTIVO|FLORIDA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|3|
201317696|U13ICP17696|CUERPO POL NAC BOLIVARIANA|1000013010.0|Metro LAN (VPLS)|Carrier|2Mb|2302-0164938|2302|LA FLORIDA           ( 2302 )|PTO_MULSER|ACTIVO|CAOBOS-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-5|5|
201317776|U13ICP17776|CA ADM Y FOMENTO ELECTRICO|1000007658.0|Metro LAN (VPLS)|Básico|1Mb|8632-0003277|8632|CARIPITO II          ( 8632 )|PTO_MULSER|ACTIVO|CARIPITO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|7 Y 8|
201317780|U13ICP17780|CA ADM Y FOMENTO ELECTRICO|1000007658.0|Metro LAN (VPLS)|Básico|1Mb|8672-0000353|8672|TEMBLADOR II MV      ( 8672 )|PTO_MULSER|ACTIVO|TEMBLADOR-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|5 Y 6|
201317823|U13ICP17823|PETROLEOS DE VENEZUELA|1000008066.0|Metro LAN (VPLS)|Carrier|2Mb|9228-0006890|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|2|
201317839|U13ICP17839|IUTLA|1000013022.0|Internet LAN|Básico|4Mb|7682-0008717|7682|LA CONCORDIA (7682)|PTO_MULSER|ACTIVO|LA-CONCORDIA-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|23 Y 24|
201317862|U13ICP17862|ITALCAMBIO CASA DE CAMBIO CA|1000013025.0|Metro LAN (VPLS)|Oro|1Mb|2221-0165290|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0 - 4|18|
201317908|U13ICP17908|HISPANA DE SEGUROS C.A|1000013032.0|Internet LAN|Básico|4Mb|2301-0165130|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|EL-ROSAL-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-2|0|
201317916|U13IME17916|INAPYMI|1000010621.0|Metro LAN (VPLS)|Oro|1Mb|5186-0010120|5186|BARQUISIMETO UNION   ( 5186 )|PTO_MULSER|ACTIVO|UNION-BTO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-0|27|
201317916|U13IME17916|INAPYMI|1000013033.0|Internet LAN|Básico|1Mb|5186-0010120|5186|BARQUISIMETO UNION   ( 5186 )|PTO_MULSER|ACTIVO|UNION-BTO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-0|27|
201317917|U13IME17917|INAPYMI|1000013034.0|Internet LAN|Básico|1Mb|8682-0003216|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|ACTIVO|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|2|
201317917|U13IME17917|INAPYMI|1000010621.0|Metro LAN (VPLS)|Oro|1Mb|8682-0003216|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|ACTIVO|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|2|
201317924|U13MDE17924|SAIME|1000006617.0|Metro LAN (VPLS)|Plata|1Mb|8823-0011487|8823|JORGE COLL           ( 8823 )|PTO_MULSER|ACTIVO|JORGE-COLL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|24|
201317930|U13ICP17930|BCO BICENTENARIO BCO UNIV CA|1000006498.0|Metro LAN (VPLS)|Carrier|1Mb|8202-0000854|8202|ANACO                ( 8202 )|PTO_MULSER|ACTIVO|ANACO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|15 - 16|
201317932|U13ICP17932|BCO BICENTENARIO BCO UNIV CA|1000006498.0|Metro LAN (VPLS)|Carrier|1Mb|8556-0000648|8556|CARUPANO FIJA        ( 8556 )|PTO_MULSER|ACTIVO|CARUPANO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|19-20|
201317943|U13ICP17943|HISPANA DE SEGUROS C.A|1000013035.0|Metro LAN (VPLS)|Oro|4Mb|2301-0165131|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|EL-ROSAL-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0 - 3|8 - 9|
201317946|U13ICP17946|HISPANA DE SEGUROS C.A|1000013035.0|Metro LAN (VPLS)|Oro|2Mb|2319-0165132|2319|LAS MERCEDES         ( 2319 )|PTO_MULSER|ACTIVO|MERCEDES-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-11|1|
201317949|U13ICP17949|HISPANA DE SEGUROS C.A|1000013035.0|Metro LAN (VPLS)|Oro|2Mb|4181-0020526|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|15 Y 16|
201317950|U13ICP17950|BCO BICENTENARIO BCO UNIV CA|1000006498.0|Metro LAN (VPLS)|Carrier|1Mb|8682-0003275|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|ACTIVO|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|21 - 22|
201317952|U13ICP17952|SEGUROS AVILA C.A.|1000013036.0|Metro LAN (VPLS)|Oro|6Mb|2221-0165144|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-11|2-3|
201317956|U13ICP17956|BCO BICENTENARIO BCO UNIV CA|1000006573.0|Metro LAN (VPLS)|Carrier|1Mb|4941-0001305|4941|SN FERNANDO DE APURE ( 4941 )|PTO_MULSER|ACTIVO|SAN-FDO-DE-APURE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|5 - 6|
201317957|U13ICP17957|SEGUROS AVILA C.A.|1000013036.0|Metro LAN (VPLS)|Oro|1Mb|9162-0002176|9162|VISTA HERMOSA        ( 9162 )|PTO_MULSER|ACTIVO|VISTA-HERMOSA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|1 Y 2|
201317970|U13ICP17970|SEGUROS AVILA C.A.|1000013037.0|Metro LAN (VPLS)|Oro|6Mb|2221-0164947|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|10 Y 11|
201317988|U13ICP17988|SEGUROS AVILA C.A.|1000013037.0|Metro LAN (VPLS)|Oro|1Mb|4181-0020502|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-9|21-22|
201318034|U13ICP18034|HIDROCAPITAL CA|1000009036.0|Metro LAN (VPLS)|Carrier|2Mb|2307-0165267|2307|RICARDO ZULOAGA      ( 2307 )|PTO_MULSER|ACTIVO|NUEVA-CARACAS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|13 - 14|
201318086|U13ICP18086|GOB EDO VARGAS|1000013047.0|Internet LAN|Básico|6Mb|3103-0165062|3103|MAIQUETIA            ( 3103 )|PTO_MULSER|ACTIVO|MAIQUETIA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|1-2|
201318099|U13IME18099|NASCAR AUTOPARTS CA|1000013048.0|Internet LAN|Básico|2Mb|2301-0164817|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|ROSAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-10|7|
201318099|U13IME18099|NASCAR AUTOPARTS CA|1000012268.0|Metro LAN (VPLS)|Oro|2Mb|2301-0164817|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|ROSAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-10|7|
201318136|U13ICP18136|COMPUTER OUTPUT MICROFILM CA|1000013051.0|Metro Linea (VLL)|Oro|6Mb|2216-0165300|2216|PALO VERDE           ( 2216 )|PTO_MULSER|ACTIVO|PALO-VERDE-VI|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-16|17-18|
201318149|U13ICP18149|BANCO DEL CARIBE CA. BU|1000013053.0|Metro LAN (VPLS)|Oro|4Mb|2301-0164980|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|EL-ROSAL-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-2|8|
201318168|U13ICP18168|BANCO DEL CARIBE CA. BU|||||2304-0165031|2304|CARACAS              ( 2304 )|PTO_RDCDE|ACTIVO|CARACAS-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|23|
201318169|U13CVM18169|SEGUROS LOS ANDES CA|1000006934.0|Metro LAN (VPLS)|Oro|8Mb|7681-0008022|7681|SAN CRISTOBAL CENTRO ( 7681 )|PTO_MULSER|ACTIVO|SAN-CRISTOBAL-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|11 Y 12|
201318203|U13IME18203|BCO OCCID DESC BCO UNIVERSAL|1000010472.0|Metro LAN (VPLS)|Oro|1Mb|4813-0000638|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_MULSER|ACTIVO|SAN-CARLOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|13|
201318203|U13IME18203|BCO OCCID DESC BCO UNIVERSAL|1000010477.0|Metro LAN (VPLS)|Oro|1Mb|4813-0000638|4813|SAN CARLOS(4813)/EL LIMON (4813Z)|PTO_MULSER|ACTIVO|SAN-CARLOS-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|13|
201318213|U13IME18213|BCO OCCID DESC BCO UNIVERSAL|1000010459.0|Metro LAN (VPLS)|Oro|1Mb|2304-0163374|2304|CARACAS              ( 2304 )|PTO_MULSER|ACTIVO|CARACAS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|19|
201318213|U13IME18213|BCO OCCID DESC BCO UNIVERSAL|1000010460.0|Metro LAN (VPLS)|Oro|1Mb|2304-0163374|2304|CARACAS              ( 2304 )|PTO_MULSER|ACTIVO|CARACAS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-8|19|
201318239|U13ICP18239|INVERSIONES PLATCO, C.A.|||||4651-0001144|4651|CALABOZO II(4653)/CALABOZO (4651Z)|PTO_RDCDE|ACTIVO|CALABOZO-DATOS|NTU_2902|TARJETA DE DATOS|G.SHDSL|1-1-1|9|
201318248|U13RME18248|MAPFRE LA SEGURIDAD CA|1000009868.0|Metro LAN (VPLS)|Oro|1Mb|2242-0162458|2242|CHAGUARAMOS          ( 2242 )|PTO_MULSER|ACTIVO|CHAGUARAMOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|12|
201318275|U13CVM18275|TOYOTA SERVICES DE VZLA CA|1000008519.0|Internet LAN|Básico|6Mb|2301-0160264|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|EL-ROSAL-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0 - 2|10 - 11|
201318279|U13ICP18279|BCO BICENTENARIO BCO UNIV CA|1000006498.0|Metro LAN (VPLS)|Carrier|1Mb|9229-0006898|9229|SAN FELIX BOLIVAR    ( 9229 )|PTO_MULSER|ACTIVO|SAN-FELIX-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|7 Y 8|
201318284|U13ICP18284|BCO BICENTENARIO BCO UNIV CA|1000006498.0|Metro LAN (VPLS)|Carrier|1Mb|9228-0006899|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|11 Y 12|
201318285|U13ICP18285|BCO BICENTENARIO BCO UNIV CA|1000006498.0|Metro LAN (VPLS)|Carrier|1Mb|9227-0006900|9227|PTO.ORDAZ(9227)/TLXPTO.ORDAZ 9227T 9227Z|PTO_MULSER|ACTIVO|PUERTO-ORDAZ-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|5 Y 6|
201318358|U13ICP18358|MERCANTIL CA BANCO UNIVERSAL|||||8161-0014953|8161|INTERCOMUNAL         ( 8161 )|PTO_RDCDE|ACTIVO|INTERCOMUNAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|21|
201318406|U13PST18406|BCO BICENTENARIO BCO UNIV CA|||||7684-0008629|7684|PARAMILLO U.R.L      ( 7684)|PTO_RDCDE|ACTIVO|PARAMILLO-2|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-2-15|10|
201318469|U13ICP18469|SENIAT|1000005588.0|Metro LAN (VPLS)|Carrier|1Mb|7541-0000941|7541|EL VIGIA             ( 7541 )|PTO_MULSER|ACTIVO|EL-VIGIA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0 - 1|8|
201318499|U13ICP18499|PROSALMED C.A|1000013081.0|Internet LAN|Básico|2Mb|2324-0165046|2324|ALTO PRADO I/FCO.SALIAS (P.ESTE)( 2324 )|PTO_MULSER|ACTIVO|PRADOS-DEL-ESTE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|9 Y 10|
201318516|U13CVM18516|DERIVADOS PLASTICOS|1000008495.0|Internet LAN|Básico|2Mb|4182-0019793|4182|LA ISABELICA         ( 4182 )|PTO_MULSER|ACTIVO|ISABELICA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|7|
201318556|U13CAT18556|TURIS MASO INTERNAC. CA|||||8161-0014031|8161|INTERCOMUNAL         ( 8161 )|PTO_RDCDE|ACTIVO|INTERCOMUNAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.5|5|
201318572|U13ICP18572|BCO BICENTENARIO BCO UNIV CA|1000006680.0|Metro LAN (VPLS)|Carrier|1Mb|7182-0001667|7182|VALERA CENTRO        ( 7182 )|PTO_MULSER|ACTIVO|VALERA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|19 Y 20|
201318583|U13ICP18583|BCO BICENTENARIO BCO UNIV CA|1000006680.0|Metro LAN (VPLS)|Carrier|1Mb|7341-0001831|7341|BARINAS CENTRO II    ( 7341 )|PTO_MULSER|ACTIVO|BARINAS-II-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|15-16|
201318587|U13ICP18587|BCO BICENTENARIO BCO UNIV CA|1000006680.0|Metro LAN (VPLS)|Carrier|1Mb|7541-0000943|7541|EL VIGIA             ( 7541 )|PTO_MULSER|ACTIVO|EL-VIGIA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-1|10 Y 11|
201318588|U13ICP18588|BCO BICENTENARIO BCO UNIV CA|1000006680.0|Metro LAN (VPLS)|Carrier|1Mb|7463-0003920|7463|EJIDO                ( 7463 )|PTO_MULSER|ACTIVO|EJIDO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17|
201318729|U13CVM18729|BANCO NACIONAL DE CREDITO|1000009796.0|Metro LAN (VPLS)|Básico|2Mb|5185-0009971|5185|SANTA ELENA          ( 5185 )|PTO_MULSER|ACTIVO|SANTA-ELENA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|14|
201318732|U13CVM18732|BANCO NACIONAL DE CREDITO|1000008900.0|Metro LAN (VPLS)|Básico|2Mb|6124-0017990|6124|BELLA VISTA III      ( 6124 )|PTO_MULSER|ACTIVO|BELLA-VISTA-III-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|23|
201318733|U13CVM18733|BANCO NACIONAL DE CREDITO|1000008900.0|Metro LAN (VPLS)|Básico|2Mb|9228-0006592|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|1|
201318737|U13CVM18737|BANCO NACIONAL DE CREDITO|1000009796.0|Metro LAN (VPLS)|Básico|2Mb|7683-0008442|7683|PIRINEOS             ( 7683 )|PTO_MULSER|ACTIVO|PIRINEOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|22|
201318738|U13CVM18738|BANCO NACIONAL DE CREDITO|1000010004.0|Metro LAN (VPLS)|Básico|2Mb|4181-0020087|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|10|
201318776|U13ICP18776|CENTRO NAC INNOV TECNOLOGICA|1000007763.0|Metro LAN (VPLS)|Platino|6Mb|9411-0000349|9411|TUCUPITA             ( 9411 )|PTO_MULSER|ACTIVO|TUCUPITA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|11 Y 12|
201318778|U13ICP18778|BANCO ACTIVO CA BANCO UNIV|1000009302.0|Metro LAN (VPLS)|Oro|1Mb|2224-0165173|2224|EL CAFETAL           ( 2224 )|PTO_MULSER|ACTIVO|CAFETAL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|20|
201318804|U13ICP18804|BANCO ACTIVO CA BANCO UNIV|1000009302.0|Metro LAN (VPLS)|Oro|1Mb|8682-0003263|8682|MATURIN CTRO(8682)/SN JOSE (8682Z)|PTO_MULSER|ACTIVO|MATURIN-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|13 Y 14|
201318885|U13ICP18885|CONJO MONETAR REGIL D SUCR|1000013112.0|Internet LAN|Básico|2Mb|2301-0165372|2301|EL ROSAL             ( 2301 )|PTO_MULSER|ACTIVO|EL-ROSAL-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0 - 2|22 - 23|
201318891|U13ICP18891|BCO BICENTENARIO BCO UNIV CA|1000006616.0|Metro LAN (VPLS)|Carrier|1Mb|3931-0001165|3931|OCUMARE DEL TUY      ( 3931 )|PTO_MULSER|ACTIVO|OCUMARE-DEL-TUY-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|19|
201319062|U13ICP19062|MERCANTIL CA BANCO UNIVERSAL|||||7421-0003902|7421|LA PUNTA AMP         ( 7421 )|PTO_RDCDE|ACTIVO|LA-PUNTA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|14|
201319103|U13ICP19103|BANCO NACIONAL DE CREDITO|||||4136-0020523|4136|ESMERALDA-SAN DIEGO  ( 4136 )|PTO_RDCDE|ACTIVO|SAN-DIEGO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|6|
201319113|U13ICP19113|BANCO SOFITASA BCO UNIV C.A.|1000007591.0|Metro LAN (VPLS)|Carrier|1Mb|9228-0006896|9228|ALTA VISTA           ( 9228 )|PTO_MULSER|ACTIVO|ALTA-VISTA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-7|15 - 16|
201319120|U13ICP19120|INSTIT DIAGNOSTICO VENECIA|1000013137.0|Internet LAN|Básico|1Mb|8160-0015097|8160|BARCELONA            ( 8160 )|PTO_MULSER|ACTIVO|BARCELONA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|21 Y 22|
201319149|U13ICP19149|BCO BICENTENARIO BCO UNIV CA|1000006680.0|Metro LAN (VPLS)|Carrier|1Mb|7476-0003921|7476|MERIDA-CENTRO        ( 7476 )|PTO_MULSER|ACTIVO|MERIDA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|15 Y 16|
201319163|U13ICP19163|BANESCO BANCO UNIVERSAL,C.A.|||||2228-0165126|2228|MADERERO             ( 2228 )|PTO_RDCDE|ACTIVO|MADERERO-DATOS|NTU_2902|TARJETA DE DATOS|G.SHDSL|1-1-4|19|
201319194|U13ICP19194|MERCANTIL CA BANCO UNIVERSAL|||||8202-0000851|8202|ANACO                ( 8202 )|PTO_RDCDE|ACTIVO|ANACO-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|18|
201319199|U13IME19199|INAPYMI|1000013147.0|Internet LAN|Básico|1Mb|8813-0011807|8813|SAN RAFAEL-PORLAMAR  ( 8813 )|PTO_MULSER|ACTIVO|SAN-RAFAEL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|11|
201319199|U13IME19199|INAPYMI|1000010621.0|Metro LAN (VPLS)|Oro|1Mb|8813-0011807|8813|SAN RAFAEL-PORLAMAR  ( 8813 )|PTO_MULSER|ACTIVO|SAN-RAFAEL-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|11|
201319216|U13ICP19216|SEGUIN DE VENEZUELA C.A.|1000013127.0|Metro LAN (VPLS)|Básico|1Mb|7463-0003914|7463|EJIDO                ( 7463 )|PTO_MULSER|ACTIVO|EJIDO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|1|
201319218|U13ICP19218|SEGUIN DE VENEZUELA C.A.|1000013127.0|Metro LAN (VPLS)|Básico|1Mb|4180-0020561|4180|EL CASTILLITO        ( 4180 )|PTO_MULSER|ACTIVO|CASTILLITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|11 - 12|
201319220|U13ICP19220|CA ADM Y FOMENTO ELECTRICO|1000013151.0|Internet LAN|Básico|2Mb|4941-0001291|4941|SN FERNANDO DE APURE ( 4941 )|PTO_MULSER|ACTIVO|SAN-FDO-DE-APURE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|21 Y 22|
201319235|U13CVM19235|ALLTECH VENEZUELA S.C.A|1000009229.0|Internet LAN|Básico|4Mb|4180-0020036|4180|EL CASTILLITO        ( 4180 )|PTO_MULSER|ACTIVO|CASTILLITO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|15 Y 16|
201319237|U13ICP19237|BANCO SOFITASA BCO UNIV C.A.|||||6561-0001844|6561|CIUDAD OJEDA (6561) / TIA JUANA URL (656|PTO_RDCDE|ACTIVO|CIUDAD-OJEDA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|4|
201319245|U13IME19245|EXPOTRANSA|1000013159.0|Internet LAN|Básico|2Mb|8156-0014316|8156|GUANTA U.R.L         ( 8156 )|PTO_MULSER|ACTIVO|GUANTA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|17|
201319245|U13IME19245|EXPOTRANSA|1000004300.0|Metro LAN (VPLS)|Oro|1Mb|8156-0014316|8156|GUANTA U.R.L         ( 8156 )|PTO_MULSER|ACTIVO|GUANTA-DATOS|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.1|17|
201319270|U13ICP19270|BANESCO SEGUROS  C.A.|1000010227.0|Metro LAN (VPLS)|Oro|1Mb|4357-0012970|4357|MARACAY CENTRO       ( 4357 )|PTO_MULSER|ACTIVO|MARACAY-DATOS-I|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-4|23 Y 24|
201319273|U13IXM19273|RECUPERADORA LATINA CA|1000001646.0|Internet LAN|Básico|1Mb|7416-0003363|7416|LA PEDREGOSA-DIGITAL ( 7416 )|PTO_MULSER|ACTIVO|PEDREGOZA-III|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1.1.16|19|
201319277|U13CVM19277|ASERCA AIRLINES CA.|1000012462.0|Internet LAN|Básico|6Mb|4181-0020482|4181|CAMORUCO             ( 4181 )|PTO_MULSER|ACTIVO|CAMORUCO-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-3|23 - 24|
201319357|U13ICP19357|PI PRODUCTOS INDUSTRIALES SA|1000013171.0|Internet LAN|Básico|2Mb|2303-0165277|2303|LA SALLE             ( 2303 )|PTO_MULSER|ACTIVO|LA-SALLE-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-6|13 Y 14|
201319368|U13ICT19368|MIN DE LA DEFENSA|1000013176.0|Internet LAN|Básico|2Mb|2242-0165061|2242|CHAGUARAMOS          ( 2242 )|PTO_MULSER|ACTIVO|CHAGUARAMOS-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-5|15 Y 16|
201319396|U13ICP19396|PRODUMEDICAL OSSUM C.A|1000013179.0|Internet LAN|Básico|8Mb|2221-0165293|2221|CHACAO               ( 2221 )|PTO_MULSER|ACTIVO|CHACAO-DATOS-IV|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|0-4|16 Y 17|
201319448|U13ICP19448|PREMIER HOTELS S.C.S.|1000013190.0|Internet LAN|Básico|4Mb|8303-0001955|8303|CONJUNTO RES. RAHME  ( 8303 )|PTO_MULSER|ACTIVO|CONJUNTO-RES-RAHME-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-1|17 Y 18|
201319478|U13IME19478|GOBERNACION DEL EDO.MERID|1000013045.0|Internet LAN|Básico|4Mb|7476-0003893|7476|MERIDA-CENTRO        ( 7476 )|PTO_MULSER|ACTIVO|MERIDA-DATOS-II|MUX_N.IVSU_7350|TARJETA DE DATOS|G.SHDSL|1-1-2|1 Y 2|
